,postId,age,gender,education,estimate,estimateVal,rrp,p,time,sheet_no,x1,x2,lotterychoice
1791,khy2sh32,41.0,Male,Professional school,default,none,-1.25,0.1,500,sheet5,50,0,16b
1792,khy364hl,29.0,Male,College,default,none,-2.25,0.1,1000,sheet5,50,0,14b
1793,khy2rjau,32.0,Male,High school,default,none,-0.04285714285714286,0.25,1000,sheet5,40,10,15a
1794,khy2rp1s,31.0,Female,College,verbatim,5,-0.045454545454545456,0.05,unlimited,sheet6,150,50,19b
1795,khy2mqnp,29.0,Male,College,gist,likely,0.1588235294117647,0.75,2000,sheet6,50,20,0a
1796,khy2mwyq,31.0,Male,High school,verbatim,95,-0.01948051948051948,0.95,500,sheet6,40,10,1a
1797,khy7qr4a,36.0,Female,Professional school,default,none,0.25,0.1,unlimited,sheet6,10,0,19b
1798,khy5pwik,32.0,Male,College,verbatim,20,-1.1,0.25,unlimited,sheet6,20,0,0b
1799,khy2mva4,59.0,Female,Professional school,default,none,-0.21428571428571427,0.25,1000,sheet6,40,10,13b
1800,khy55ugi,30.0,Male,College,default,none,0.09210526315789473,0.9,500,sheet6,20,10,6b
1801,khy2n929,50.0,Male,College,verbatim,5,-0.8636363636363636,0.05,unlimited,sheet6,150,50,10b
1802,khy2pkcj,43.0,Male,College,verbatim,5,-0.045454545454545456,0.05,unlimited,sheet6,150,50,19b
1803,khy7n3tk,38.0,Male,Post-doctoral,default,none,-1.25,0.1,500,sheet6,10,0,16b
1804,khy3vc9m,32.0,Female,Graduate school,gist,almost_certain,0.03,0.5,unlimited,sheet6,40,10,11a
1805,khy2mi73,29.0,Male,College,gist,highly_likely,0.19411764705882353,0.75,unlimited,sheet6,50,20,11b
1806,khy3txdw,39.0,Male,College,default,none,-2.7,0.25,500,sheet6,20,0,2b
1807,khy30iah,36.0,Male,College,default,none,0.3,0.75,500,sheet6,40,10,12b
1808,khy2mjzy,31.0,Male,High school,verbatim,90,-0.027777777777777776,0.9,500,sheet6,10,0,2b
1809,khy37iar,35.0,Male,College,default,none,-0.9,0.25,1000,sheet6,40,10,5b
1810,khy52vu2,39.0,Male,High school,gist,about_even,0.55,0.5,2000,sheet6,50,0,16b
1811,khy2typj,32.0,Female,College,default,none,-0.8636363636363636,0.05,unlimited,sheet6,150,50,10b
1812,khy2mpb3,46.0,Female,College,verbatim,5,-0.03488372093023256,0.05,2000,sheet6,50,20,19b
1813,khy3phte,36.0,Male,College,verbatim,50,-0.45,0.5,2000,sheet6,10,0,6b
1814,khy2n081,31.0,Male,College,gist,about_even,0.25,0.5,unlimited,sheet6,150,0,13b
1815,khy5qk48,38.0,Male,College,default,none,-4.5,0.05,500,sheet6,20,0,15b
1816,khy300ey,24.0,Masculino,Colegial,verbatim,85,0.3,0.75,unlimited,sheet6,20,0,0b
1817,khy2mt7n,24.0,Male,High school,default,none,-1.1,0.25,500,sheet6,20,0,0b
1818,khy2mxq3,31.0,Male,Graduate school,verbatim,50,-0.09,0.5,500,sheet6,40,10,9b
1819,khy58mt2,29.0,Female,College,default,none,-1.1,0.25,1000,sheet6,20,0,10b
1820,khy2neez,19.0,Male,Professional school,verbatim,95,0.4473684210526316,0.95,2000,sheet6,20,0,0b
1821,khy2nkde,34.0,Male,College,default,none,-2.25,0.1,500,sheet6,50,0,14b
1822,khy3iwft,45.0,Female,Graduate school,verbatim,75,0.023076923076923078,0.75,1000,sheet6,40,10,6b
1823,khy3e3dg,58.0,Female,College,gist,highly_unlikely,0.12857142857142856,0.25,1000,sheet6,40,10,17b
1824,khy5mpdj,27.0,Female,High school,gist,highly_unlikely,-0.38636363636363635,0.1,unlimited,sheet6,20,10,10b
1825,khy2m9mv,28.0,Male,High school,verbatim,95,0.33116883116883117,0.95,1000,sheet6,40,10,0a
1826,khy36wy5,25.0,Male,High school,verbatim,50,-0.65,0.5,500,sheet6,150,0,4b
1827,khy2n08z,46.0,Female,College,verbatim,100,-0.2357142857142857,0.5,2000,sheet6,50,20,5b
1828,khy2q4zg,24.0,Male,High school,verbatim,75,-0.03333333333333333,0.75,2000,sheet6,20,0,5a
1829,khy2nozb,27.0,Female,College,verbatim,10,-1.25,0.1,500,sheet6,50,0,16b
1830,khy7nk05,30.0,Male,College,default,none,0.07731958762886598,0.95,1000,sheet6,50,20,4b
1831,khy2mrc0,38.0,Female,College,verbatim,10,0.022727272727272728,0.1,unlimited,sheet6,20,10,19b
1832,khy373ea,27.0,Male,College,verbatim,95,0.33116883116883117,0.95,500,sheet6,40,10,0a
1833,khy5813y,32.0,Male,Graduate school,verbatim,50,-0.4318181818181818,0.1,2000,sheet6,20,10,9a
1834,khy2o8yq,30.0,Male,Graduate school,default,none,-15.5,0.05,500,sheet6,20,0,4b
1835,khy2xce6,32.0,Male,College,gist,about_even,0.08333333333333333,0.5,2000,sheet6,20,10,13a
1836,khy4qqfv,46.0,Female,College,verbatim,5,-0.4090909090909091,0.05,2000,sheet6,150,50,15b
1837,khy2u635,38.0,Male,College,gist,almost_certain,-0.02631578947368421,0.95,2000,sheet6,20,0,1b
1838,khy2w6zl,26.0,Female,High school,gist,likely,0.3,0.75,2000,sheet6,20,0,10b
1839,khy5uiv8,29.0,Female,Graduate school,gist,no_chance,-3.25,0.1,unlimited,sheet6,50,0,12b
1840,khy58m0q,25.0,Female,College,gist,likely,0.06923076923076923,0.75,500,sheet6,40,10,7b
1841,khy3jqc3,35.0,Male,College,default,none,-0.7325581395348837,0.05,2000,sheet6,50,20,9b
1842,khy367pr,30.0,Female,Professional school,default,none,-1.5909090909090908,0.05,1000,sheet6,150,50,2a
1843,khy2m0v2,20.0,Male,Graduate school,verbatim,5,-0.32608695652173914,0.05,500,sheet6,40,10,17b
1844,khy2my69,34.0,Female,College,verbatim,24,-0.7,0.25,500,sheet6,20,0,12b
1845,khy3vqa7,48.0,Male,College,gist,unlikely,0.19090909090909092,0.25,1000,sheet6,50,20,19b
1846,khy54wrh,36.0,Female,High school,gist,highly_likely,0.09210526315789473,0.9,2000,sheet6,20,10,6a
1847,khy2zjme,26.0,Female,College,gist,highly_likely,0.2076923076923077,0.75,unlimited,sheet6,40,10,10b
1848,khy34cl0,34.0,Male,Graduate school,gist,no_chance,-0.045454545454545456,0.05,unlimited,sheet6,150,50,19b
1849,khy48dl9,44.0,Male,College,gist,about_even,0.65,0.5,2000,sheet6,150,0,17b
1850,khy3aeek,28.0,Female,College,default,none,-4.25,0.1,1000,sheet6,10,0,10b
1851,khy2mw5t,25.0,Female,High school,gist,about_even,-0.016666666666666666,0.5,1000,sheet6,20,10,10b
1852,khy2mzh9,39.0,Male,High school,default,none,0.15,0.5,500,sheet6,40,10,13a
1853,khy3ga80,35.0,Male,College,verbatim,45,-0.15,0.5,2000,sheet6,50,20,7b
1854,khy38016,42.0,Female,High school,default,none,-0.5,0.25,2000,sheet6,20,0,13a
1855,khy3um1b,35.0,Male,College,default,none,0.25384615384615383,0.75,500,sheet6,40,10,11b
1856,khy2moht,33.0,Male,College,verbatim,95,0.33116883116883117,0.95,unlimited,sheet6,40,10,10b
1857,khy2ml6i,40.0,Male,College,gist,no_chance,0.022727272727272728,0.1,2000,sheet6,20,10,19b
1858,khy37jd2,31.0,Female,College,gist,likely,-1.25,0.1,500,sheet6,10,0,16a
1859,khy4w4g2,44.0,Female,High school,verbatim,50,0.05,0.5,2000,sheet6,20,10,12b
1860,khyas8ne,33.0,Male,High school,default,none,-0.5232558139534884,0.05,2000,sheet6,50,20,12b
1861,khy849h4,47.0,Male,Professional school,default,none,0.013157894736842105,0.9,1000,sheet6,20,10,3b
1862,khy385l4,36.0,Male,Graduate school,verbatim,90,-0.027777777777777776,0.9,1000,sheet6,50,0,2a
1863,khy2q0o3,50.0,Male,College,default,none,-0.08181818181818182,0.25,unlimited,sheet6,50,20,14b
1864,khy6o7oc,48.0,Female,College,verbatim,50,0.2833333333333333,0.5,500,sheet6,20,10,19b
1865,khy34yzb,37.0,Female,College,default,none,0.15,0.5,1000,sheet6,50,0,12b
1866,khy2mhyj,26.0,Male,College,verbatim,80,0.07894736842105263,0.95,500,sheet6,20,0,3b
1867,khy2mtrp,22.0,Female,High school,gist,highly_unlikely,-0.4772727272727273,0.1,1000,sheet6,20,10,8b
1868,khy2mfez,31.0,Male,Graduate school,gist,highly_likely,-1.7608695652173914,0.05,500,sheet6,40,10,6a
1869,khy35qjp,29.0,Male,High school,gist,no_chance,-0.045454545454545456,0.05,2000,sheet6,150,50,19b
1870,khy2o6mx,36.0,Male,College,verbatim,50,-5.25,0.1,500,sheet6,50,0,8b
1871,khy6p7nn,25.0,Male,College,default,none,-0.872093023255814,0.05,unlimited,sheet6,50,20,7b
1872,khy2uiiq,37.0,Male,College,default,none,0.15,0.5,1000,sheet6,40,10,13a
1873,khy2sn1w,44.0,Male,College,gist,highly_likely,-1.7608695652173914,0.05,2000,sheet6,40,10,6b
1874,khy2sltc,47.0,Female,High school,default,none,-0.5909090909090909,0.05,1000,sheet6,150,50,13b
1875,khy56hfv,55.0,Male,College,gist,likely,0.3,0.75,unlimited,sheet6,20,0,10b
1876,khy2n5hp,65.0,Female,Graduate school,verbatim,5,-9.5,0.05,500,sheet6,20,0,0b
1877,khy3ar6u,28.0,Male,College,gist,highly_likely,0.26288659793814434,0.95,1000,sheet6,50,20,10a
1878,khy5ukma,36.0,Female,College,default,none,0.02727272727272727,0.25,1000,sheet6,50,20,16b
1879,khy2p6hw,34.0,Male,High school,default,none,-4.25,0.1,unlimited,sheet6,10,0,10b
1880,khy2m6wb,39.0,Male,Graduate school,default,none,0.43333333333333335,0.75,2000,sheet6,20,0,12b
1881,khy2rewd,23.0,Female,College,verbatim,15,0.3,0.25,unlimited,sheet6,40,10,19b
1882,khy306ok,37.0,Male,College,gist,highly_unlikely,-1.25,0.1,2000,sheet6,50,0,16b
1883,khy4jmrc,33.0,Male,College,gist,highly_likely,-0.3,0.75,500,sheet6,20,0,1b
1884,khy2rk86,58.0,Male,High school,verbatim,75,0.34615384615384615,0.75,500,sheet6,40,10,13b
1885,khyancum,30.0,Male,College,gist,likely,0.2647058823529412,0.75,unlimited,sheet6,50,20,13b
1886,khy2my2d,26.0,Male,College,gist,about_even,-0.016666666666666666,0.5,1000,sheet6,20,10,10b
1887,khy2na2n,33.0,Female,College,verbatim,70,-0.872093023255814,0.05,2000,sheet6,50,20,7b
1888,khy3rgt8,62.0,Female,Professional school,gist,no_chance,-0.03488372093023256,0.05,2000,sheet6,50,20,19b
1889,khy2oi7x,29.0,Female,College,gist,highly_unlikely,-0.4090909090909091,0.25,unlimited,sheet6,50,20,8b
1890,khy2ntg1,30.0,Male,Graduate school,verbatim,25,-2.9,0.25,unlimited,sheet6,20,0,1b
1891,khy31x1n,40.0,Male,College,verbatim,70,0.12352941176470589,0.75,2000,sheet6,50,20,9b
1892,khy2o3fx,31.0,Male,Graduate school,verbatim,10,-0.1590909090909091,0.1,2000,sheet6,20,10,15b
1893,khy2mvnv,63.0,Female,College,gist,no_chance,-0.75,0.1,unlimited,sheet6,10,0,17a
1894,khy3636y,58.0,Female,High school,verbatim,75,-0.11538461538461539,0.75,unlimited,sheet6,40,10,3b
1895,khy58ztk,48.0,Male,High school,gist,about_even,-0.05,0.5,unlimited,sheet6,10,0,10b
1896,khy2rfwe,31.0,Male,High school,default,none,-0.25,0.5,unlimited,sheet6,50,0,8b
1897,khy383hf,21.0,Male,Graduate school,default,none,-0.06818181818181818,0.1,500,sheet6,20,10,17b
1898,khy2n8uf,27.0,Male,Professional school,default,none,0.6333333333333333,0.75,unlimited,sheet6,20,0,15a
1899,khy2m9bn,21.0,Female,High school,default,none,0.14473684210526316,0.9,unlimited,sheet6,20,10,8b
1900,khy3vzzj,28.0,Male,College,verbatim,90,0.06578947368421052,0.9,1000,sheet6,20,10,5a
1901,khy2tiao,27.0,Female,Graduate school,gist,highly_unlikely,-0.7045454545454546,0.1,2000,sheet6,20,10,3a
1902,khy2mv50,31.0,Male,Graduate school,gist,highly_likely,0.4473684210526316,0.95,500,sheet6,20,0,0a
1903,khy2p2v4,44.0,Male,College,default,none,-4.25,0.1,2000,sheet6,10,0,10b
1904,khy3r6n4,48.0,Female,College,verbatim,80,0.1588235294117647,0.75,unlimited,sheet6,50,20,10b
1905,khy4f6lz,24.0,Female,College,gist,about_even,0.09,0.5,unlimited,sheet6,40,10,12a
1906,khy2mpww,30.0,Male,Graduate school,default,none,-0.3,0.25,1000,sheet6,20,0,14b
1907,khy2nohu,25.0,Male,College,default,none,-0.45,0.5,2000,sheet6,40,10,3b
1908,khy57bqk,33.0,Male,Graduate school,default,none,-3.25,0.1,2000,sheet6,10,0,12b
1909,khy3x571,41.0,Male,College,default,none,-0.2441860465116279,0.05,2000,sheet6,50,20,16a
1910,khy2nejt,28.0,Male,Professional school,default,none,0.19736842105263158,0.9,1000,sheet6,20,10,0a
1911,khy31afm,27.0,Male,Post-doctoral,default,none,-0.21428571428571427,0.25,1000,sheet6,40,10,13b
1912,khy9r3zq,30.0,Male,Graduate school,gist,almost_certain,-0.03,0.5,2000,sheet6,40,10,0a
1913,khy2pgp6,42.0,Male,High school,gist,no_chance,-0.13636363636363635,0.05,2000,sheet6,150,50,18b
1914,khy2s5tu,32.0,Female,Unspecified,default,none,0.19736842105263158,0.9,unlimited,sheet6,20,10,0b
1915,khy2mxpi,37.0,Male,College,gist,about_even,0.03,0.5,1000,sheet6,40,10,11b
1916,khy2ni4b,33.0,Female,College,gist,highly_likely,0.12352941176470589,0.75,unlimited,sheet6,50,20,9b
1917,khy4mk5y,64.0,Male,College,gist,highly_unlikely,-0.38636363636363635,0.1,1000,sheet6,20,10,0a
1918,khy2nygu,49.0,Female,College,gist,highly_unlikely,-1.25,0.1,500,sheet6,50,0,16a
1919,khy3fmft,38.0,Male,College,default,none,-0.06923076923076923,0.75,1000,sheet6,40,10,4a
1920,khy2oepn,32.0,Male,High school,verbatim,40,-0.016666666666666666,0.5,1000,sheet6,20,10,10b
1921,khy2mg0h,36.0,Female,College,verbatim,5,-0.06521739130434782,0.05,500,sheet6,40,10,19b
1922,khy55r22,49.0,Female,Graduate school,verbatim,50,-0.25,0.5,unlimited,sheet6,50,0,8b
1923,khy45wvk,34.0,Male,High school,gist,likely,-0.08823529411764706,0.75,2000,sheet6,50,20,3b
1924,khy2srsa,35.0,Male,College,default,none,-0.039473684210526314,0.9,1000,sheet6,20,10,1b
1925,khy42in1,26.0,Male,College,verbatim,90,0.027777777777777776,0.9,unlimited,sheet6,50,0,3a
1926,khy57ru4,22.0,Male,Graduate school,default,none,-0.4772727272727273,0.1,500,sheet6,20,10,8b
1927,khwg3b3s,33.0,Female,College,gist,likely,0.25,0.5,2000,sheet6,10,0,13b
1928,khy54uzk,39.0,Male,College,verbatim,75,0.01764705882352941,0.75,unlimited,sheet6,50,20,6b
1929,khy3w886,32.0,Male,Graduate school,verbatim,10,-0.25,0.1,unlimited,sheet6,10,0,18b
1930,khy384ps,46.0,Male,High school,gist,almost_certain,0.01948051948051948,0.95,2000,sheet6,40,10,2a
1931,khy2mzho,42.0,Male,College,verbatim,85,0.85,0.5,500,sheet6,50,0,19b
1932,khy3c9qg,42.0,Male,Graduate school,gist,almost_certain,0.3556701030927835,0.95,2000,sheet6,50,20,13b
1933,khy2uzkj,54.0,Female,College,gist,highly_unlikely,-0.2441860465116279,0.05,1000,sheet6,50,20,16b
1934,khy57tc2,32.0,Male,College,gist,likely,-0.16666666666666666,0.75,1000,sheet6,20,0,3a
1935,khy5bin6,49.0,Male,College,default,none,0.6052631578947368,0.95,1000,sheet6,20,0,13b
1936,khy3anq9,30.0,Female,College,verbatim,90,0.4166666666666667,0.9,500,sheet6,50,0,0b
1937,khy31qu3,61.0,Male,High school,gist,highly_likely,-0.027777777777777776,0.9,500,sheet6,10,0,2a
1938,khy353oa,32.0,Female,College,verbatim,90,0.19736842105263158,0.9,1000,sheet6,20,10,10b
1939,khy2zux1,61.0,Male,High school,gist,unlikely,-0.3,0.25,1000,sheet6,50,20,10a
1940,khy2uj6v,28.0,Male,College,default,none,0.19090909090909092,0.25,unlimited,sheet6,50,20,19b
1941,khy4ajz3,27.0,Male,College,gist,about_even,0.18333333333333332,0.5,2000,sheet6,20,10,16b
1942,khy30rl1,35.0,Male,College,verbatim,50,-0.6627906976744186,0.05,unlimited,sheet6,50,20,0a
1943,khy2mvea,48.0,Male,College,gist,highly_likely,0.4166666666666667,0.9,2000,sheet6,50,0,0b
1944,khy2ml4r,27.0,Male,College,default,none,0.21428571428571427,0.95,unlimited,sheet6,40,10,7b
1945,khy2s58o,39.0,Male,College,verbatim,90,-0.08333333333333333,0.9,1000,sheet6,50,0,1a
1946,khy2udjr,59.0,Male,College,verbatim,5,-0.717391304347826,0.05,2000,sheet6,40,10,14a
1947,khy310tt,35.0,Male,Professional school,default,none,0.6944444444444444,0.9,2000,sheet6,50,0,15b
1948,khy7n3a3,21.0,Male,High school,verbatim,5,-0.5,0.05,500,sheet6,20,0,19b
1949,khy3j2di,24.0,Unspecified,College,verbatim,90,-0.027777777777777776,0.9,unlimited,sheet6,10,0,2a
1950,khy2uxf3,27.0,Male,High school,verbatim,50,-0.02142857142857143,0.5,2000,sheet6,50,20,10b
1951,khy3ch00,30.0,Female,Ph.D,verbatim,10,-0.3409090909090909,0.1,500,sheet6,20,10,11a
1952,khy2t47c,34.0,Male,High school,gist,almost_certain,0.44805194805194803,0.95,500,sheet6,40,10,13b
1953,khy31bcd,54.0,Male,Graduate school,verbatim,5,-0.4090909090909091,0.05,unlimited,sheet6,150,50,15b
1954,khy2nlst,64.0,Male,College,gist,highly_unlikely,0.25,0.1,2000,sheet6,50,0,19b
1955,khy2vglo,28.0,Male,Graduate school,verbatim,100,0.2922077922077922,0.95,unlimited,sheet6,40,10,9b
1956,khy2n5fd,45.0,Male,College,gist,highly_likely,0.19736842105263158,0.9,500,sheet6,20,10,0a
1957,khy5i57j,48.0,Male,College,default,none,-0.05,0.5,unlimited,sheet6,10,0,10b
1958,khy3px2i,26.0,Male,Graduate school,verbatim,95,0.33116883116883117,0.95,unlimited,sheet6,40,10,0b
1959,khy3hhrz,49.0,Female,College,gist,likely,0.21428571428571427,0.95,500,sheet6,40,10,7b
1960,khy2oifc,59.0,Female,High school,gist,highly_unlikely,-0.5681818181818182,0.1,500,sheet6,20,10,6b
1961,khy2uvb5,46.0,Female,College,verbatim,90,0.75,0.9,500,sheet6,50,0,16b
1962,khy5ez7b,28.0,Male,College,verbatim,89,0.18421052631578946,0.95,1000,sheet6,20,0,5b
1963,khy38per,37.0,Female,High school,default,none,-0.015463917525773196,0.95,2000,sheet6,50,20,1a
1964,khy2n2hh,47.0,Male,Ph.D,default,none,0.02631578947368421,0.95,unlimited,sheet6,20,0,2a
1965,khy3yock,44.0,Male,College,verbatim,50,-5.25,0.1,2000,sheet6,50,0,8b
1966,khy30w1l,39.0,Male,College,default,none,0.022727272727272728,0.1,unlimited,sheet6,20,10,19b
1967,khy3fms6,46.0,Male,High school,gist,highly_unlikely,-1.25,0.1,1000,sheet6,50,0,16b
1968,khy3u3sq,65.0,Male,Graduate school,gist,likely,-15.5,0.05,2000,sheet6,20,0,4b
1969,khy2m7b1,36.0,Female,College,default,none,-0.06521739130434782,0.05,2000,sheet6,40,10,19b
1970,khy47uh4,29.0,Female,College,gist,about_even,0.65,0.5,unlimited,sheet6,150,0,17b
1971,khy81pyy,30.0,Male,College,verbatim,55,0.05,0.5,2000,sheet6,20,10,12b
1972,khy2ns0j,30.0,Male,Professional school,gist,likely,-0.05,0.5,2000,sheet6,150,0,0b
1973,khy2ny1v,34.0,Female,High school,default,none,0.4166666666666667,0.9,500,sheet6,50,0,0b
1974,khy3ndcy,32.0,Male,Professional school,verbatim,50,-0.05,0.5,1000,sheet6,10,0,10b
1975,khy2wlyb,40.0,Male,College,default,none,0.02727272727272727,0.25,1000,sheet6,50,20,16b
1976,khy2mbu3,23.0,Male,Graduate school,default,none,-0.7285714285714285,0.25,2000,sheet6,40,10,7b
1977,khy45rug,33.0,Male,Professional school,gist,no_chance,-0.22727272727272727,0.05,2000,sheet6,150,50,17b
1978,khy2q0md,41.0,Female,College,gist,about_even,-0.25,0.5,unlimited,sheet6,50,0,8b
1979,khy2xm4i,23.0,Male,College,gist,highly_unlikely,-3.25,0.1,unlimited,sheet6,10,0,12b
1980,khy56der,44.0,Female,High school,gist,no_chance,-0.38636363636363635,0.1,1000,sheet6,20,10,0b
1981,khy32put,35.0,Male,College,default,none,0.17105263157894737,0.9,2000,sheet6,20,10,9b
1982,khy2p2sl,25.0,Male,Graduate school,default,none,0.8055555555555556,0.9,unlimited,sheet6,10,0,17b
1983,khy5dsr0,44.0,Female,Graduate school,verbatim,5,-0.03488372093023256,0.05,500,sheet6,50,20,19b
1984,khy2t55a,34.0,Male,College,verbatim,50,0.45,0.5,unlimited,sheet6,10,0,15a
1985,khy3t7gv,34.0,Male,High school,gist,highly_unlikely,-0.1744186046511628,0.05,500,sheet6,50,20,17a
1986,khy5wmfh,46.0,Male,College,gist,highly_unlikely,-4.25,0.1,2000,sheet6,10,0,0b
1987,khy3im1c,37.0,Male,College,default,none,0.19736842105263158,0.9,2000,sheet6,20,10,0b
1988,khy2msu7,34.0,Male,Graduate school,verbatim,95,0.7631578947368421,0.95,1000,sheet6,20,0,16b
1989,khy2o46d,27.0,Masculino,Faculdade,default,none,0.26288659793814434,0.95,1000,sheet6,50,20,0b
1990,khy30n4i,53.0,Female,Professional school,default,none,0.21,0.5,2000,sheet6,40,10,14a
1991,khy57cmr,26.0,Female,College,verbatim,10,-0.8636363636363636,0.05,2000,sheet6,150,50,10b
1992,khy38enf,53.0,Female,Professional school,verbatim,50,0.15,0.5,1000,sheet6,50,0,12b
1993,khy3izql,37.0,Female,College,default,none,0.23684210526315788,0.95,2000,sheet6,20,0,6b
1994,khy31jpt,32.0,Male,College,default,none,0.26288659793814434,0.95,2000,sheet6,50,20,0b
1995,khy2nyv1,34.0,Male,High school,verbatim,5,-0.045454545454545456,0.05,1000,sheet6,150,50,19b
1996,khy2misr,26.0,Male,College,gist,highly_likely,0.4473684210526316,0.95,2000,sheet6,20,0,10b
1997,khy2mvss,38.0,Male,College,default,none,0.2076923076923077,0.75,1000,sheet6,40,10,10b
1998,khy2mz8g,29.0,Male,High school,verbatim,50,0.85,0.5,500,sheet6,50,0,19b
1999,khy2mw5x,28.0,Female,Professional school,gist,highly_unlikely,-9.5,0.05,2000,sheet6,20,0,10b
2000,khy2sclh,33.0,Male,High school,verbatim,5,-0.32608695652173914,0.05,2000,sheet6,40,10,17b
2001,khy557io,22.0,Masculino,Faculdade,gist,no_chance,-0.1956521739130435,0.05,unlimited,sheet6,40,10,18b
2002,khy2npgv,28.0,Male,High school,verbatim,95,0.564935064935065,0.95,1000,sheet6,40,10,16b
2003,khy2oj1q,41.0,Male,College,verbatim,25,0.08181818181818182,0.25,1000,sheet6,50,20,17b
2004,khy4fg3z,25.0,Male,Graduate school,gist,almost_certain,0.3247422680412371,0.95,500,sheet6,50,20,12a
2005,khy57oqr,30.0,Male,College,verbatim,1,-2.0217391304347827,0.05,1000,sheet6,40,10,4a
2006,khy2q0z6,59.0,Male,High school,default,none,0.15,0.5,1000,sheet6,150,0,12b
2007,khy2of5e,36.0,Male,High school,verbatim,50,0.35,0.5,500,sheet6,150,0,14a
2008,khy2qrix,21.0,Female,Graduate school,verbatim,10,-4.25,0.1,1000,sheet6,50,0,0b
2009,khy2wiac,29.0,Female,High school,gist,highly_unlikely,-0.45652173913043476,0.05,2000,sheet6,40,10,16b
2010,khy3lvsp,35.0,Female,College,verbatim,75,-0.03333333333333333,0.75,unlimited,sheet6,20,0,5b
2011,khy2ne7f,27.0,Female,High school,default,none,-0.38636363636363635,0.1,unlimited,sheet6,20,10,0b
2012,khy57ui3,32.0,Female,College,default,none,0.19736842105263158,0.9,unlimited,sheet6,20,10,0b
2013,khy2nm2c,23.0,Male,Graduate school,verbatim,95,-0.01948051948051948,0.95,1000,sheet6,40,10,1b
2014,khy2n5e1,54.0,Female,High school,default,none,-0.039473684210526314,0.9,2000,sheet6,20,10,1b
2015,khy2ruf4,37.0,Female,High school,gist,highly_likely,-0.027777777777777776,0.9,1000,sheet6,10,0,2b
2016,khy2xmq3,27.0,Masculino,Faculdade,verbatim,40,-0.11666666666666667,0.5,2000,sheet6,20,10,7b
2017,khy2mptv,37.0,Male,College,verbatim,95,-0.01948051948051948,0.95,500,sheet6,40,10,1a
2018,khy5716g,46.0,Female,College,gist,almost_certain,0.6818181818181818,0.95,2000,sheet6,40,10,19b
2019,khy4uy94,25.0,Male,College,verbatim,50,-0.03,0.5,unlimited,sheet6,40,10,10a
2020,khy55icw,46.0,Female,College,verbatim,75,-0.03333333333333333,0.75,500,sheet6,20,0,5b
2021,khy361ed,33.0,Male,College,gist,almost_certain,-0.01948051948051948,0.95,1000,sheet6,40,10,1a
2022,khy2msr0,38.0,Male,College,verbatim,5,-0.03488372093023256,0.05,unlimited,sheet6,50,20,19b
2023,khy303f5,27.0,Male,High school,gist,unlikely,-0.19090909090909092,0.25,1000,sheet6,50,20,12b
2024,khy3lguj,29.0,Male,College,default,none,0.4166666666666667,0.9,unlimited,sheet6,50,0,0a
2025,khy33e7p,35.0,Male,College,default,none,-0.55,0.5,unlimited,sheet6,150,0,5b
2026,khy2n0jg,38.0,Male,College,default,none,-0.027777777777777776,0.9,2000,sheet6,10,0,2b
2027,khy2mzcc,30.0,Male,College,verbatim,5,-0.7325581395348837,0.05,1000,sheet6,50,20,9b
2028,khy2tkna,33.0,Male,High school,gist,likely,-0.16153846153846155,0.75,1000,sheet6,40,10,2a
2029,khy3dshl,29.0,Female,Post-doctoral,verbatim,90,0.039473684210526314,0.9,unlimited,sheet6,20,10,4b
2030,khy2nkg7,26.0,Male,College,verbatim,95,0.05844155844155844,0.95,500,sheet6,40,10,3b
2031,khy2q9x1,23.0,Female,College,default,none,-8.75,0.1,unlimited,sheet6,50,0,1a
2032,khy2or1n,28.0,Male,College,default,none,-0.08823529411764706,0.75,unlimited,sheet6,50,20,3b
2033,khy2vbbb,29.0,Male,Post-doctoral,gist,highly_likely,0.4473684210526316,0.95,unlimited,sheet6,20,0,10b
2034,khy57a5b,47.0,Male,College,gist,highly_likely,0.4166666666666667,0.9,500,sheet6,10,0,0b
2035,khy33dhy,26.0,Male,College,verbatim,50,-0.03,0.5,2000,sheet6,40,10,10b
2036,khy4ytk9,31.0,Male,College,verbatim,95,0.015463917525773196,0.95,2000,sheet6,50,20,2b
2037,khy5mnru,40.0,Female,College,gist,about_even,0.55,0.5,unlimited,sheet6,150,0,16a
2038,khy64hhs,39.0,Male,College,verbatim,50,-0.11666666666666667,0.5,unlimited,sheet6,20,10,7b
2039,khy2okzp,27.0,Male,Post-doctoral,default,none,0.07731958762886598,0.95,1000,sheet6,50,20,4a
2040,khy3t4fh,31.0,Male,Graduate school,verbatim,20,-0.3,0.25,2000,sheet6,50,20,0a
2041,khy3qx56,38.0,Male,College,gist,about_even,-0.05,0.5,2000,sheet6,150,0,10a
2042,khy5nfdh,58.0,Female,Graduate school,gist,no_chance,-3.5,0.05,500,sheet6,20,0,16b
2043,khy2ufcf,30.0,Male,Graduate school,default,none,0.2785714285714286,0.5,500,sheet6,50,20,17b
2044,khy2tj09,44.0,Female,High school,default,none,0.18421052631578946,0.95,500,sheet6,20,0,5b
2045,khy2ylw0,37.0,Male,College,default,none,-1.25,0.1,2000,sheet6,50,0,16b
2046,khy2zd6q,43.0,Male,College,default,none,-0.7045454545454546,0.1,2000,sheet6,20,10,3a
2047,khy2uysv,34.0,Female,College,default,none,-0.027777777777777776,0.9,2000,sheet6,10,0,2b
